R1,G1,B1,R2,G2,B2,DELTA_E,SIMILARITY
205,184,30,115,204,96,23.379101704160547,0
207,220,113,44,45,45,70.3792489591943,0
191,51,69,61,65,79,32.46712295362595,0
145,29,45,47,193,54,79.65818504314817,0
64,116,119,129,206,127,35.785579540955226,0
143,16,54,193,132,137,31.25972145716866,0
230,107,37,44,42,43,45.648311975152524,0
33,30,27,101,27,33,23.2103857911005,0
142,28,45,153,89,105,16.531209650265218,0
240,42,29,150,163,102,48.82851195576975,0
226,20,50,42,41,41,38.106047255726395,0
33,38,58,48,52,58,8.944088484626503,0
183,47,46,49,49,52,31.82870041490774,0
210,148,38,93,65,102,55.16453778380729,0
173,194,211,185,178,178,13.320089736929104,0
66,136,190,20,123,60,42.44055216528364,0
201,178,55,12,82,183,69.60632706190383,0
190,29,42,41,38,38,32.95500099741993,0
62,45,86,112,137,142,36.082677767751775,0
76,67,59,90,89,87,8.759197456080441,0
95,183,71,20,177,215,43.870159181763654,0
224,222,136,54,139,75,32.78848762994592,0
26,25,25,213,199,55,71.14363826160039,0
223,156,165,49,43,40,53.01295472791818,0
58,38,82,200,59,63,36.76636127352588,0
235,146,180,108,57,65,40.71147418659171,0
61,38,40,108,100,103,21.105863983112275,0
37,60,126,42,45,66,13.459433866211857,0
201,36,38,24,119,184,48.203754013427364,0
184,216,76,164,55,56,65.37251880723518,0
145,106,113,40,41,44,30.485482221680613,0
19,110,70,23,89,58,7.0645780679816825,0
139,189,124,57,33,41,65.04496416288602,0
77,65,75,76,83,83,14.004464420060255,0
52,145,178,203,80,92,53.44435528603688,0
129,100,175,231,170,55,57.232448906564535,0
212,52,73,145,183,199,49.66865095733336,0
93,72,83,16,69,150,23.859044615905656,0
243,204,64,38,41,42,72.79312668348882,0
36,63,113,46,72,138,4.352859478502252,0
129,174,196,37,32,34,53.408669375947895,0
62,178,107,209,219,191,23.446579349336382,0
208,83,156,11,152,78,76.5530189514825,0
81,47,98,108,68,87,12.954781600760313,0
218,102,30,209,219,191,39.81063492673662,0
101,175,106,229,182,114,31.339110590860376,0
68,73,81,207,110,118,36.458990946528736,0
215,34,48,227,169,159,29.152050665941314,0
40,64,120,68,57,101,9.856007930471579,0
41,48,64,40,149,113,40.8505988506894,0
153,184,225,182,33,33,51.53879434812111,0
56,164,208,74,48,50,52.98394998329911,0
228,220,84,152,66,56,56.75512598872109,0
244,46,64,45,44,45,41.25271623861783,0
39,37,39,127,178,153,53.24572590266286,0
212,52,73,169,169,167,33.68033012085404,0
172,185,145,38,46,74,60.43933095334175,0
230,192,7,93,133,171,55.58703412162425,0
38,59,129,48,46,72,13.455978704571098,0
58,67,195,74,102,129,12.126445804581463,0
27,78,143,170,57,73,37.42521226887499,0
37,119,109,129,100,175,33.79627781255964,0
149,159,155,21,68,117,40.964037801988226,0
51,109,189,180,109,133,32.82876395415922,0
48,63,99,24,117,147,22.91937967572552,0
222,111,163,134,104,67,37.509202616509526,0
58,55,59,153,82,161,29.15815605854754,0
166,245,156,240,160,113,44.817178776125196,0
14,157,122,20,66,174,48.66891095223926,0
121,68,90,142,189,101,61.23796974344846,0
103,153,116,202,47,53,56.17136862170784,0
212,82,61,93,133,171,41.90068459338214,0
64,103,193,37,32,50,31.37636700819968,0
58,69,124,135,62,81,26.02363274437908,0
238,118,108,71,119,99,49.916703689573865,0
